reaction,metabolite,name,formula,carbon_atom
BPNT,pap_c,"Adenosine 3',5'-bisphosphate",C10H11N5O10P2,Presence
BPNT,amp_c,AMP C10H12N5O7P,C10H12N5O7P,Presence
BPNT2,paps_c,3'-Phosphoadenylyl sulfate,C10H11N5O13P2S,Presence
BPNT2,aps_c,Adenosine 5'-phosphosulfate,C10H12N5O10PS,Presence
BSCT,coa_c,Coenzyme A,C21H32N7O16P3S,Presence
BSCT,sbzcoa_c,O-Succinylbenzoyl-CoA,C32H39N7O20P3S,Presence
BSCT,benzcoa_c,Benzoyl-CoA,C28H40N7O17P3S,Presence
BSCT,succoa_c,Succinyl-CoA,C25H35N7O19P3S,Presence
BTDD_RR,btd_RR_c, R R  2 3 Butanediol C4H10O2,C4H10O2,Presence
BTDD_RR,nad_c,Nicotinamide adenine dinucleotide,C21H26N7O14P2,Presence
BTDD_RR,actn__R_c, R  Acetoin C4H8O2,C4H8O2,Presence
BTDD_RR,nadh_c,Nicotinamide adenine dinucleotide - reduced,C21H27N7O14P2,Presence
BTNTe,btn_c,Biotin,C10H15N2O3S,Presence
BTNTe,btn_e,Biotin,C10H15N2O3S,Presence
BTNt,atp_c,ATP C10H12N5O13P3,C10H12N5O13P3,Presence
BTNt,btn_e,Biotin,C10H15N2O3S,Presence
BTNt,adp_c,ADP C10H12N5O10P2,C10H12N5O10P2,Presence
BTNt,btn_c,Biotin,C10H15N2O3S,Presence
BTS,btal_c,Butanal C4H8O,C4H8O,Presence
BTS,nadh_c,Nicotinamide adenine dinucleotide - reduced,C21H27N7O14P2,Presence
BTS,1btol_c,1-Butanol,C4H10O,Presence
BTS,nad_c,Nicotinamide adenine dinucleotide,C21H26N7O14P2,Presence
BTS3r,dtbt_c,Dethiobiotin,C10H17N2O3,Presence
BTS3r,btn_c,Biotin,C10H15N2O3S,Presence
BTS4,amet_c,S-Adenosyl-L-methionine,C15H23N6O5S,Presence
BTS4,dtbt_c,Dethiobiotin,C10H17N2O3,Presence
BTS4,btn_c,Biotin,C10H15N2O3S,Presence
BTS4,dad_5_c,5'-Deoxyadenosine,C10H13N5O3,Presence
BTS4,met__L_c,L-Methionine,C5H11NO2S,Presence
BTS_nadph,btal_c,Butanal C4H8O,C4H8O,Presence
BTS_nadph,nadph_c,Nicotinamide adenine dinucleotide phosphate - reduced,C21H26N7O17P3,Presence
BTS_nadph,1btol_c,1-Butanol,C4H10O,Presence
BTS_nadph,nadp_c,Nicotinamide adenine dinucleotide phosphate,C21H25N7O17P3,Presence
BUP,3uib_c,3-Ureidoisobutyrate,C5H9N2O3,Presence
BUP,3aib_c,L-3-Amino-isobutanoate,C4H9NO2,Presence
BUP,co2_c,CO2 CO2,CO2,Presence
BUPN,cala_c,N-Carbamoyl-beta-alanine,C4H7N2O3,Presence
BUPN,ala_B_c,Beta-Alanine,C3H7NO2,Presence
BUPN,co2_c,CO2 CO2,CO2,Presence
BUTCT,accoa_c,Acetyl-CoA,C23H34N7O17P3S,Presence
BUTCT,but_c,Butyrate (n-C4:0),C4H7O2,Presence
BUTCT,ac_c,Acetate,C2H3O2,Presence
BUTCT,btcoa_c,Butanoyl-CoA,C25H38N7O17P3S,Presence
BUTSO3abcpp,atp_c,ATP C10H12N5O13P3,C10H12N5O13P3,Presence
BUTSO3abcpp,butso3_p,Butanesulfonate,C4H9O3S,Presence
BUTSO3abcpp,adp_c,ADP C10H12N5O10P2,C10H12N5O10P2,Presence
BUTSO3abcpp,butso3_c,Butanesulfonate,C4H9O3S,Presence
BUTSO3tex,butso3_e,Butanesulfonate,C4H9O3S,Presence
BUTSO3tex,butso3_p,Butanesulfonate,C4H9O3S,Presence
BUTSabc,atp_c,ATP C10H12N5O13P3,C10H12N5O13P3,Presence
BUTSabc,buts_e,Butanesulfonate C4H9O3S,C4H9O3S,Presence
BUTSabc,adp_c,ADP C10H12N5O10P2,C10H12N5O10P2,Presence
BUTSabc,buts_c,Butanesulfonate C4H9O3S,C4H9O3S,Presence
BUTtex,but_e,Butyrate (n-C4:0),C4H7O2,Presence
BUTtex,but_p,Butyrate (n-C4:0),C4H7O2,Presence
BZ12DOX,bz_c,Benzoate,C7H5O2,Presence
BZ12DOX,nadh_c,Nicotinamide adenine dinucleotide - reduced,C21H27N7O14P2,Presence
BZ12DOX,bz12diol_c,"Cis-1,2-Dihydroxycyclohexa-3,5-diene-1-carboxylate",C7H7O4,Presence
BZ12DOX,nad_c,Nicotinamide adenine dinucleotide,C21H26N7O14P2,Presence
BZDH,bzal_c,Benzaldehyde,C7H6O,Presence
BZDH,nad_c,Nicotinamide adenine dinucleotide,C21H26N7O14P2,Presence
BZDH,bz_c,Benzoate,C7H5O2,Presence
BZDH,nadh_c,Nicotinamide adenine dinucleotide - reduced,C21H27N7O14P2,Presence
BZDIOLDH,bz12diol_c,"Cis-1,2-Dihydroxycyclohexa-3,5-diene-1-carboxylate",C7H7O4,Presence
BZDIOLDH,nad_c,Nicotinamide adenine dinucleotide,C21H26N7O14P2,Presence
BZDIOLDH,catechol_c,Catechol,C6H6O2,Presence
BZDIOLDH,co2_c,CO2 CO2,CO2,Presence
BZDIOLDH,nadh_c,Nicotinamide adenine dinucleotide - reduced,C21H27N7O14P2,Presence
BZt,bz_e,Benzoate,C7H5O2,Presence
BZt,bz_c,Benzoate,C7H5O2,Presence
BZt1pp,bz_p,Benzoate,C7H5O2,Presence
BZt1pp,bz_c,Benzoate,C7H5O2,Presence
BZt2_pp,bz_p,Benzoate,C7H5O2,Presence
BZt2_pp,bz_c,Benzoate,C7H5O2,Presence
BZtex,bz_e,Benzoate,C7H5O2,Presence
BZtex,bz_p,Benzoate,C7H5O2,Presence
C4HP,34hpp_c,3-(4-Hydroxyphenyl)pyruvate,C9H7O4,Presence
C4HP,4hoxpacd_c,4-Hydroxyphenylacetaldehyde,C8H8O2,Presence
C4HP,co2_c,CO2 CO2,CO2,Presence
CARBSARAH,Ncarbsar_c,N Carbamoylsarcosine,C4H7N2O3,Presence
CARBSARAH,co2_c,CO2 CO2,CO2,Presence
CARBSARAH,sarcs_c,Sarcosine C3H7NO2,C3H7NO2,Presence
CARNabcpp,atp_c,ATP C10H12N5O13P3,C10H12N5O13P3,Presence
CARNabcpp,carn_p,L-Carnosine,C9H14N4O3,Presence
CARNabcpp,adp_c,ADP C10H12N5O10P2,C10H12N5O10P2,Presence
CARNabcpp,carn_c,L-Carnosine,C9H14N4O3,Presence
CARNtex,carn_e,L-Carnosine,C9H14N4O3,Presence
CARNtex,carn_p,L-Carnosine,C9H14N4O3,Presence
CATDOX,catechol_c,Catechol,C6H6O2,Presence
CATDOX,ccmuac_c,"Cis,cis-Muconate",C6H4O4,Presence
CBMD,cbm_c,Carbamate,CH2NO2,Presence
CBMD,co2_c,CO2 CO2,CO2,Presence
CBPAH,Ncbmpts_c,N-Carbamoylputrescine,C5H14N3O,Presence
CBPAH,hco3_c,Bicarbonate,CHO3,Presence
CBPAH,ptrc_c,Putrescine,C4H14N2,Presence
CBPS,atp_c,ATP C10H12N5O13P3,C10H12N5O13P3,Presence
CBPS,gln__L_c,L-Glutamine,C5H10N2O3,Presence
CBPS,hco3_c,Bicarbonate,CHO3,Presence
CBPS,adp_c,ADP C10H12N5O10P2,C10H12N5O10P2,Presence
CBPS,cbp_c,Carbamoyl phosphate,CH2NO5P,Presence
CBPS,glu__L_c,L-Glutamate,C5H8NO4,Presence
CCPpp,focytc_c,Ferrocytochrome c C42H53FeN8O6S2,C33H32FeN4O4,Presence
CCPpp,ficytc_c,Ferricytochrome c C42H52FeN8O6S2,C33FeH31N4O4,Presence
CD2abc1,atp_c,ATP C10H12N5O13P3,C10H12N5O13P3,Presence
CD2abc1,adp_c,ADP C10H12N5O10P2,C10H12N5O10P2,Presence
CD2abcpp,atp_c,ATP C10H12N5O13P3,C10H12N5O13P3,Presence
CD2abcpp,adp_c,ADP C10H12N5O10P2,C10H12N5O10P2,Presence
CDGUNPD,cdigmp_c,Cyclic diguanosine monophosphate,C20H22N10O14P2,Presence
CDGUNPD,5pg35pg_c,5-Phosphoguanylyl(3->5)guanosine,C20H23N10O15P2,Presence
CDPMEK,4c2me_c,4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol,C14H23N3O14P2,Presence
CDPMEK,atp_c,ATP C10H12N5O13P3,C10H12N5O13P3,Presence
CDPMEK,2p4c2me_c,2-phospho-4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol,C14H22N3O17P3,Presence
CDPMEK,adp_c,ADP C10H12N5O10P2,C10H12N5O10P2,Presence
CDPPH,cdp_c,CDP C9H12N3O11P2,C9H12N3O11P2,Presence
CDPPH,cmp_c,CMP C9H12N3O8P,C9H12N3O8P,Presence
CELASEpp,cell4_p,Cellulose (n=4 repeating units),C24H42O21,Presence
CELASEpp,cellb_p,Cellobiose,C12H22O11,Presence
CELBt2,cellb_e,Cellobiose,C12H22O11,Presence
CELBt2,cellb_c,Cellobiose,C12H22O11,Presence
CELLS,udpg_c,UDPglucose,C15H22N2O17P2,Presence
CELLS,cell4_p,Cellulose (n=4 repeating units),C24H42O21,Presence
CELLS,udp_c,UDP C9H11N2O12P2,C9H11N2O12P2,Presence
CEPA,cellb_c,Cellobiose,C12H22O11,Presence
CEPA,g1p_c,D-Glucose 1-phosphate,C6H11O9P,Presence
CEPA,glc__D_c,D-Glucose,C6H12O6,Presence
CGLYabcpp,atp_c,ATP C10H12N5O13P3,C10H12N5O13P3,Presence
CGLYabcpp,cgly_p,Cys Gly C5H10N2O3S,C5H10N2O3S,Presence
CGLYabcpp,adp_c,ADP C10H12N5O10P2,C10H12N5O10P2,Presence
CGLYabcpp,cgly_c,Cys Gly C5H10N2O3S,C5H10N2O3S,Presence
CHCOAL,atp_c,ATP C10H12N5O13P3,C10H12N5O13P3,Presence
CHCOAL,coa_c,Coenzyme A,C21H32N7O16P3S,Presence
CHCOAL,pime_c,Pimelate,C7H10O4,Presence
CHCOAL,amp_c,AMP C10H12N5O7P,C10H12N5O7P,Presence
CHCOAL,pmcoa_c,Pimeloyl-CoA,C28H41N7O19P3S,Presence
CHLabc,atp_c,ATP C10H12N5O13P3,C10H12N5O13P3,Presence
CHLabc,chol_e,Choline C5H14NO,C5H14NO,Presence
CHLabc,adp_c,ADP C10H12N5O10P2,C10H12N5O10P2,Presence
CHLabc,chol_c,Choline C5H14NO,C5H14NO,Presence
CHLabc_rev,atp_c,ATP C10H12N5O13P3,C10H12N5O13P3,Presence
CHLabc_rev,chol_c,Choline C5H14NO,C5H14NO,Presence
CHLabc_rev,adp_c,ADP C10H12N5O10P2,C10H12N5O10P2,Presence
CHLabc_rev,chol_e,Choline C5H14NO,C5H14NO,Presence
CHLabcpp,atp_c,ATP C10H12N5O13P3,C10H12N5O13P3,Presence
CHLabcpp,chol_p,Choline C5H14NO,C5H14NO,Presence
CHLabcpp,adp_c,ADP C10H12N5O10P2,C10H12N5O10P2,Presence
CHLabcpp,chol_c,Choline C5H14NO,C5H14NO,Presence
CHLt3pp,chol_c,Choline C5H14NO,C5H14NO,Presence
CHLt3pp,chol_p,Choline C5H14NO,C5H14NO,Presence
CHOLD,chol_c,Choline C5H14NO,C5H14NO,Presence
CHOLD,nad_c,Nicotinamide adenine dinucleotide,C21H26N7O14P2,Presence
CHOLD,betald_c,Betaine aldehyde,C5H12NO,Presence
CHOLD,nadh_c,Nicotinamide adenine dinucleotide - reduced,C21H27N7O14P2,Presence
CHOLD2,chol_c,Choline C5H14NO,C5H14NO,Presence
CHOLD2,fad_c,Flavin adenine dinucleotide oxidized,C27H33N9O15P2,Presence
CHOLD2,betald_c,Betaine aldehyde,C5H12NO,Presence
CHOLD2,fadh2_c,Flavin adenine dinucleotide reduced,C27H35N9O15P2,Presence
CHOLSH,chols_c,Choline sulfate,C5H13NO4S,Presence
CHOLSH,chol_c,Choline C5H14NO,C5H14NO,Presence
CHOLSabc_1,atp_c,ATP C10H12N5O13P3,C10H12N5O13P3,Presence
CHOLSabc_1,chols_e,Choline sulfate,C5H13NO4S,Presence
CHOLSabc_1,adp_c,ADP C10H12N5O10P2,C10H12N5O10P2,Presence
CHOLSabc_1,chols_c,Choline sulfate,C5H13NO4S,Presence
CHORM,chor_c,Chorismate,C10H8O6,Presence
CHORM,pphn_c,Prephenate,C10H8O6,Presence
CHORS,3psme_c,5-O-(1-Carboxyvinyl)-3-phosphoshikimate,C10H9O10P,Presence
CHORS,chor_c,Chorismate,C10H8O6,Presence
CINNDO,cinnm_c,Trans-Cinnamate,C9H7O2,Presence
CINNDO,nadh_c,Nicotinamide adenine dinucleotide - reduced,C21H27N7O14P2,Presence
CINNDO,cenchddd_c,"Cis-3-(3-carboxyethenyl)-3,5-cyclohexadiene-1,2-diol",C9H9O4,Presence
CINNDO,nad_c,Nicotinamide adenine dinucleotide,C21H26N7O14P2,Presence
CINNMCOAH,cinmcoa_c,Cinnamoyl CoA,C30H38N7O17P3S,Presence
CINNMCOAH,cinnm_c,Trans-Cinnamate,C9H7O2,Presence
CINNMCOAH,coa_c,Coenzyme A,C21H32N7O16P3S,Presence
CITL,cit_c,Citrate,C6H5O7,Presence
CITL,ac_c,Acetate,C2H3O2,Presence
CITL,oaa_c,Oxaloacetate,C4H2O5,Presence
CITt4pp_1,cit_p,Citrate,C6H5O7,Presence
CITt4pp_1,cit_c,Citrate,C6H5O7,Presence
CITtex,cit_e,Citrate,C6H5O7,Presence
CITtex,cit_p,Citrate,C6H5O7,Presence
CITtupp,cit_p,Citrate,C6H5O7,Presence
CITtupp,cit_c,Citrate,C6H5O7,Presence
CLBtex,cellb_e,Cellobiose,C12H22O11,Presence
CLBtex,cellb_p,Cellobiose,C12H22O11,Presence
CLPNH120pp,clpn120_p,"Cardiolipin (tetradodecanoyl, n-C12:0)",C57H108O17P2,Presence
CLPNH120pp,pa120_p,"1,2-didodecanoyl-sn-glycerol 3-phosphate",C27H51O8P,Presence
CLPNH120pp,pg120_p,"Phosphatidylglycerol (didodecanoyl, n-C12:0)",C30H58O10P,Presence
CLPNH140pp,clpn140_p,"Cardiolipin (tetratetradecanoyl, n-C14:0)",C65H124O17P2,Presence
CLPNH140pp,pa140_p,"1,2-ditetradecanoyl-sn-glycerol 3-phosphate",C31H59O8P,Presence
CLPNH140pp,pg140_p,"Phosphatidylglycerol (ditetradecanoyl, n-C14:0)",C34H66O10P,Presence
CLPNH141pp,clpn141_p,"Cardiolipin (tetratetradec-7-enoyl, n-C14:1)",C65H116O17P2,Presence
CLPNH141pp,pa141_p,"1,2-ditetradec-7-enoyl-sn-glycerol 3-phosphate",C31H55O8P,Presence
CLPNH141pp,pg141_p,"Phosphatidylglycerol (ditetradec-7-enoyl, n-C14:1)",C34H62O10P,Presence
CLPNH160pp,clpn160_p,"Cardiolipin (tetrahexadecanoyl, n-C16:0)",C73H140O17P2,Presence
CLPNH160pp,pa160_p,"1,2-dihexadecanoyl-sn-glycerol 3-phosphate",C35H67O8P,Presence
CLPNH160pp,pg160_p,"Phosphatidylglycerol (dihexadecanoyl, n-C16:0)",C38H74O10P,Presence
CLPNH161pp,clpn161_p,"Cardiolipin (tetrahexadec-9-enoyl, n-C16:1)",C73H132O17P2,Presence
CLPNH161pp,pa161_p,"1,2-dihexadec-9-enoyl-sn-glycerol 3-phosphate",C35H63O8P,Presence
CLPNH161pp,pg161_p,"Phosphatidylglycerol (dihexadec-9-enoyl, n-C16:1)",C38H70O10P,Presence
CLPNH180pp,clpn180_p,"Cardiolipin (tetraoctadecanoyl, n-C18:0)",C81H156O17P2,Presence
CLPNH180pp,pa180_p,"1,2-dioctadecanoyl-sn-glycerol 3-phosphate",C39H75O8P,Presence
CLPNH180pp,pg180_p,"Phosphatidylglycerol (dioctadecanoyl, n-C18:0)",C42H82O10P,Presence
CLPNH181pp,clpn181_p,"Cardiolipin (tetraoctadec-11-enoyl, n-C18:1)",C81H148O17P2,Presence
CLPNH181pp,pa181_p,"1,2-dioctadec-11-enoyl-sn-glycerol 3-phosphate",C39H71O8P,Presence
CLPNH181pp,pg181_p,"Phosphatidylglycerol (dioctadec-11-enoyl, n-C18:1)",C42H78O10P,Presence
CLPNS120pp,pg120_p,"Phosphatidylglycerol (didodecanoyl, n-C12:0)",C30H58O10P,Presence
CLPNS120pp,clpn120_p,"Cardiolipin (tetradodecanoyl, n-C12:0)",C57H108O17P2,Presence
CLPNS120pp,glyc_p,Glycerol,C3H8O3,Presence
CLPNS140pp,pg140_p,"Phosphatidylglycerol (ditetradecanoyl, n-C14:0)",C34H66O10P,Presence
CLPNS140pp,clpn140_p,"Cardiolipin (tetratetradecanoyl, n-C14:0)",C65H124O17P2,Presence
CLPNS140pp,glyc_p,Glycerol,C3H8O3,Presence
CLPNS141pp,pg141_p,"Phosphatidylglycerol (ditetradec-7-enoyl, n-C14:1)",C34H62O10P,Presence
CLPNS141pp,clpn141_p,"Cardiolipin (tetratetradec-7-enoyl, n-C14:1)",C65H116O17P2,Presence
CLPNS141pp,glyc_p,Glycerol,C3H8O3,Presence
CLPNS160pp,pg160_p,"Phosphatidylglycerol (dihexadecanoyl, n-C16:0)",C38H74O10P,Presence
CLPNS160pp,clpn160_p,"Cardiolipin (tetrahexadecanoyl, n-C16:0)",C73H140O17P2,Presence
CLPNS160pp,glyc_p,Glycerol,C3H8O3,Presence
CLPNS161pp,pg161_p,"Phosphatidylglycerol (dihexadec-9-enoyl, n-C16:1)",C38H70O10P,Presence
CLPNS161pp,clpn161_p,"Cardiolipin (tetrahexadec-9-enoyl, n-C16:1)",C73H132O17P2,Presence
CLPNS161pp,glyc_p,Glycerol,C3H8O3,Presence
CLPNS180pp,pg180_p,"Phosphatidylglycerol (dioctadecanoyl, n-C18:0)",C42H82O10P,Presence
CLPNS180pp,clpn180_p,"Cardiolipin (tetraoctadecanoyl, n-C18:0)",C81H156O17P2,Presence
CLPNS180pp,glyc_p,Glycerol,C3H8O3,Presence
CLPNS181pp,pg181_p,"Phosphatidylglycerol (dioctadec-11-enoyl, n-C18:1)",C42H78O10P,Presence
CLPNS181pp,clpn181_p,"Cardiolipin (tetraoctadec-11-enoyl, n-C18:1)",C81H148O17P2,Presence
CLPNS181pp,glyc_p,Glycerol,C3H8O3,Presence
CMCBTFL,cmcbtt_c,"Carboxymycobactin T (R=8 carbon, final carbon is carboxyl group)",C33H48N5O13,Presence
CMCBTFL,fcmcbtt_c,"Iron(III) chelated carboxymycobactin T (R=8 carbon, final carbon is carboxyl group)",C33FeH49N5O13,Presence
CMCBTFU,fcmcbtt_c,"Iron(III) chelated carboxymycobactin T (R=8 carbon, final carbon is carboxyl group)",C33FeH49N5O13,Presence
CMCBTFU,cmcbtt_c,"Carboxymycobactin T (R=8 carbon, final carbon is carboxyl group)",C33H48N5O13,Presence
CMCBTFabcpp,atp_c,ATP C10H12N5O13P3,C10H12N5O13P3,Presence
CMCBTFabcpp,fcmcbtt_p,"Iron(III) chelated carboxymycobactin T (R=8 carbon, final carbon is carboxyl group)",C33FeH48N5O13,Presence
CMCBTFabcpp,adp_c,ADP C10H12N5O10P2,C10H12N5O10P2,Presence
CMCBTFabcpp,fcmcbtt_c,"Iron(III) chelated carboxymycobactin T (R=8 carbon, final carbon is carboxyl group)",C33FeH49N5O13,Presence
CMCBTFtex,cmcbtt_p,"Carboxymycobactin T (R=8 carbon, final carbon is carboxyl group)",C33H48N5O13,Presence
CMCBTFtex,cmcbtt_e,"Carboxymycobactin T (R=8 carbon, final carbon is carboxyl group)",C33H48N5O13,Presence
CMCBTFtonex,fcmcbtt_e,"Iron(III) chelated carboxymycobactin T (R=8 carbon, final carbon is carboxyl group)",C33FeH48N5O13,Presence
CMCBTFtonex,fcmcbtt_p,"Iron(III) chelated carboxymycobactin T (R=8 carbon, final carbon is carboxyl group)",C33FeH48N5O13,Presence
CMCBTFtpp,cmcbtt_c,"Carboxymycobactin T (R=8 carbon, final carbon is carboxyl group)",C33H48N5O13,Presence
CMCBTFtpp,cmcbtt_p,"Carboxymycobactin T (R=8 carbon, final carbon is carboxyl group)",C33H48N5O13,Presence
CMCMSAD,5cmhmsa_c,2-Hydroxy-5-carboxymethylmuconate-Semialdehyde,C8H6O6,Presence
CMCMSAD,nad_c,Nicotinamide adenine dinucleotide,C21H26N7O14P2,Presence
CMCMSAD,5cmhm_c,5-Carboxymethyl-2-hydroxymuconate,C8H5O7,Presence
CMCMSAD,nadh_c,Nicotinamide adenine dinucleotide - reduced,C21H27N7O14P2,Presence
CMHMI,5cmhm_c,5-Carboxymethyl-2-hydroxymuconate,C8H5O7,Presence
CMHMI,5cohe_c,5-Carboxy-2-oxohept-3-enedioate,C8H5O7,Presence
CMLDC,4cml_c,4-Carboxymuconolactone,C7H4O6,Presence
CMLDC,5odhf2a_c,"5-Oxo-4,5-dihydrofuran-2-acetate",C6H5O4,Presence
CMLDC,co2_c,CO2 CO2,CO2,Presence
CMt2ex,cm_c,Chloramphenicol,C11H12Cl2N2O5,Presence
CMt2ex,cm_e,Chloramphenicol,C11H12Cl2N2O5,Presence
CMt2ppi,cm_p,Chloramphenicol,C11H12Cl2N2O5,Presence
CMt2ppi,cm_c,Chloramphenicol,C11H12Cl2N2O5,Presence
CMtex,cm_e,Chloramphenicol,C11H12Cl2N2O5,Presence
CMtex,cm_p,Chloramphenicol,C11H12Cl2N2O5,Presence
CMtpp,cm_p,Chloramphenicol,C11H12Cl2N2O5,Presence
CMtpp,cm_e,Chloramphenicol,C11H12Cl2N2O5,Presence
CO23OC,catechol_c,Catechol,C6H6O2,Presence
CO23OC,2hmcnsad_c,2-Hydroxymuconate semialdehyde,C6H6O4,Presence
CO2FO,co2_c,CO2 CO2,CO2,Presence
CO2FO,co_c,Carbon monoxide,CO,Presence
CO2tex,co2_e,CO2 CO2,CO2,Presence
CO2tex,co2_p,CO2 CO2,CO2,Presence
CO2tpp,co2_p,CO2 CO2,CO2,Presence
CO2tpp,co2_c,CO2 CO2,CO2,Presence
COBALT2abcpp,atp_c,ATP C10H12N5O13P3,C10H12N5O13P3,Presence
COBALT2abcpp,adp_c,ADP C10H12N5O10P2,C10H12N5O10P2,Presence
COCO2,co_c,Carbon monoxide,CO,Presence
COCO2,co2_c,CO2 CO2,CO2,Presence
COabc,atp_c,ATP C10H12N5O13P3,C10H12N5O13P3,Presence
COabc,adp_c,ADP C10H12N5O10P2,C10H12N5O10P2,Presence
COt_1,co_e,Carbon monoxide,CO,Presence
COt_1,co_p,Carbon monoxide,CO,Presence
CPPPGO,cpppg3_c,Coproporphyrinogen III,C36H40N4O8,Presence
CPPPGO,co2_c,CO2 CO2,CO2,Presence
CPPPGO,pppg9_c,Protoporphyrinogen IX,C34H38N4O4,Presence
CPPPGO2,amet_c,S-Adenosyl-L-methionine,C15H23N6O5S,Presence
CPPPGO2,cpppg3_c,Coproporphyrinogen III,C36H40N4O8,Presence
CPPPGO2,co2_c,CO2 CO2,CO2,Presence
CPPPGO2,dad_5_c,5'-Deoxyadenosine,C10H13N5O3,Presence
CPPPGO2,met__L_c,L-Methionine,C5H11NO2S,Presence
CPPPGO2,pppg9_c,Protoporphyrinogen IX,C34H38N4O4,Presence
CREAT,creat_c,Creatine cytosol,C4H9N3O2,Presence
CREAT,sarcs_c,Sarcosine C3H7NO2,C3H7NO2,Presence
CREAT,urea_c,Urea CH4N2O,CH4N2O,Presence
CRNDH,crn_c,L-Carnitine,C7H15NO3,Presence
CRNDH,nad_c,Nicotinamide adenine dinucleotide,C21H26N7O14P2,Presence
CRNDH,dhcrn_c,3 dehydrocarnitine,C7H13NO3,Presence
CRNDH,nadh_c,Nicotinamide adenine dinucleotide - reduced,C21H27N7O14P2,Presence
CRNDabcpp,atp_c,ATP C10H12N5O13P3,C10H12N5O13P3,Presence
CRNDabcpp,crn__D_p,D-Carnitine,C7H15NO3,Presence
CRNDabcpp,adp_c,ADP C10H12N5O10P2,C10H12N5O10P2,Presence
CRNDabcpp,crn__D_c,D-Carnitine,C7H15NO3,Presence
CRNDt2rpp,crn__D_p,D-Carnitine,C7H15NO3,Presence
CRNDt2rpp,crn__D_c,D-Carnitine,C7H15NO3,Presence
CRNabc,atp_c,ATP C10H12N5O13P3,C10H12N5O13P3,Presence
CRNabc,crn_e,L-Carnitine,C7H15NO3,Presence
CRNabc,adp_c,ADP C10H12N5O10P2,C10H12N5O10P2,Presence
CRNabc,crn_c,L-Carnitine,C7H15NO3,Presence
CRNabcpp,atp_c,ATP C10H12N5O13P3,C10H12N5O13P3,Presence
CRNabcpp,crn_p,L-Carnitine,C7H15NO3,Presence
CRNabcpp,adp_c,ADP C10H12N5O10P2,C10H12N5O10P2,Presence
CRNabcpp,crn_c,L-Carnitine,C7H15NO3,Presence
CRNt2rpp,crn_p,L-Carnitine,C7H15NO3,Presence
CRNt2rpp,crn_c,L-Carnitine,C7H15NO3,Presence
CRNt8pp,crn__D_c,D-Carnitine,C7H15NO3,Presence
CRNt8pp,crn_p,L-Carnitine,C7H15NO3,Presence
CRNt8pp,crn__D_p,D-Carnitine,C7H15NO3,Presence
CRNt8pp,crn_c,L-Carnitine,C7H15NO3,Presence
CRNtex,crn_e,L-Carnitine,C7H15NO3,Presence
CRNtex,crn_p,L-Carnitine,C7H15NO3,Presence
CRO4abcpp,atp_c,ATP C10H12N5O13P3,C10H12N5O13P3,Presence
CRO4abcpp,adp_c,ADP C10H12N5O10P2,C10H12N5O10P2,Presence
CRTNIH,crtn_c,Creatinine,C4H7N3O,Presence
CRTNIH,mthd_c,N Methylhydantoin,C4H6N2O2,Presence
CRTNh,crtn_c,Creatinine,C4H7N3O,Presence
CRTNh,creat_c,Creatine cytosol,C4H9N3O2,Presence
CRTNtex,crtn_e,Creatinine,C4H7N3O,Presence
CRTNtex,crtn_p,Creatinine,C4H7N3O,Presence
CRTNtpp,crtn_p,Creatinine,C4H7N3O,Presence
CRTNtpp,crtn_c,Creatinine,C4H7N3O,Presence
CS,accoa_c,Acetyl-CoA,C23H34N7O17P3S,Presence
CS,oaa_c,Oxaloacetate,C4H2O5,Presence
CS,cit_c,Citrate,C6H5O7,Presence
CS,coa_c,Coenzyme A,C21H32N7O16P3S,Presence
CSND,csn_c,Cytosine,C4H5N3O,Presence
CSND,ura_c,Uracil,C4H4N2O2,Presence
CSPMDDC,cspmd_c,Carboxyspermidine,C8H21N3O2,Presence
CSPMDDC,co2_c,CO2 CO2,CO2,Presence
CSPMDDC,spmd_c,Spermidine,C7H22N3,Presence
CSPMDDH,aspsa_c,L-Aspartate 4-semialdehyde,C4H7NO3,Presence
CSPMDDH,nadph_c,Nicotinamide adenine dinucleotide phosphate - reduced,C21H26N7O17P3,Presence
CSPMDDH,ptrc_c,Putrescine,C4H14N2,Presence
CSPMDDH,cspmd_c,Carboxyspermidine,C8H21N3O2,Presence
CSPMDDH,nadp_c,Nicotinamide adenine dinucleotide phosphate,C21H25N7O17P3,Presence
CTBTabcpp,atp_c,ATP C10H12N5O13P3,C10H12N5O13P3,Presence
CTBTabcpp,ctbt_p,Crotonobetaine,C7H13NO2,Presence
CTBTabcpp,adp_c,ADP C10H12N5O10P2,C10H12N5O10P2,Presence
CTBTabcpp,ctbt_c,Crotonobetaine,C7H13NO2,Presence
CTBTt2rpp,ctbt_p,Crotonobetaine,C7H13NO2,Presence
CTBTt2rpp,ctbt_c,Crotonobetaine,C7H13NO2,Presence
CTECOAI6,tdecoa_c,Tetradecenoyl-CoA (n-C14:1CoA),C35H56N7O17P3S,Presence
CTECOAI6,td2coa_c,Trans-Tetradec-2-enoyl-CoA,C35H56N7O17P3S,Presence
CTECOAI7,hdcoa_c,Hexadecenoyl-CoA (n-C16:1CoA),C37H60N7O17P3S,Presence
CTECOAI7,hdd2coa_c,Trans-Hexadec-2-enoyl-CoA,C37H60N7O17P3S,Presence
