species,carbon,number_nzfmtb_ca,names,cs_flux,growth,theta_rank,growthability
Pseudomonas delhiensis,Acetate,44.0,"3,4-Dihydroxybenzoate;Xanthosine 5'-phosphate;L-Arogenate;(S)-Dihydroorotate;DADP C10H12N5O9P2;DUTP C9H11N2O14P3;Acetyl phosphate;Hydroxy ethyl Thiamin diphosphate;Sedoheptulose 7-phosphate;D-phenylalanine;Diacetyl C4H6O2;Ornithine;GMP C10H12N5O8P;Trans-Dec-2-enoyl-CoA;3-Oxoadipate;Glutaredoxin (oxidized);Acetoacetate;Glutaredoxin (reduced);Carbonic acid;Decanoyl CoA C31H50N7O17P3S;DUDP C9H11N2O11P2;3-(4-Hydroxyphenyl)pyruvate;3-Oxoadipyl-CoA;4-Hydroxybenzaldehyde;Cis,cis-Butadiene-1,2,4-tricarboxylate;Reduced thioredoxin;L-Cystathionine;3-Phosphohydroxypyruvate;DGDP C10H12N5O10P2;Acetoacetyl-CoA;O-Phospho-L-serine;3-Oxododecanoyl-CoA;L Ornithine C5H13N2O2;Flavin adenine dinucleotide reduced;Reduced glutathione; R  Acetoin C4H8O2;4-Carboxymuconolactone;4-Hydroxybenzoate;5-Oxo-4,5-dihydrofuran-2-acetate;N-Carbamoyl-L-aspartate;Oxidized thioredoxin;Decanoyl-CoA (n-C10:0CoA);Carbamoyl phosphate;Oxidized glutathione",0.25,0.030216000507067294,4,1
Pseudomonas delhiensis,Mannitol,73.0,"3,4-Dihydroxybenzoate;Xanthosine 5'-phosphate;L-Arogenate;(S)-Dihydroorotate;2-Oxobutanoate;DADP C10H12N5O9P2;3-Phospho-D-glyceroyl phosphate;DUTP C9H11N2O14P3;D-Glucose 6-phosphate;Dihydromonapterin;Tetrahydromonapterin;2-Dehydro-3-deoxy-D-gluconate 6-phosphate;3-Phospho-D-glycerate;3-Methylbutanoic acid;Propenoyl-CoA;6-phospho-D-glucono-1,5-lactone;Acetyl phosphate;Hydroxy ethyl Thiamin diphosphate;Sedoheptulose 7-phosphate;Isovaleryl-CoA;Glyoxylate;2-Oxo-3-hydroxy-4-phosphobutanoate;3 Oxopentanoyl CoA;Ubiquinol-8;O-Acetyl-L-serine;4-Guanidinobutanal;Ornithine;O-Phospho-4-hydroxy-L-threonine;GMP C10H12N5O8P;3-Oxoadipate;Glutaredoxin (oxidized);S-Acetyldihydrolipoamide;Glutaredoxin (reduced);Carbonic acid;4-Aminobutanoate;Citrate;3-Hydroxypentoyl-CoA;Isocitrate;4 Guanidinobutanoate C5H11N3O2;3-Oxoadipyl-CoA;DUDP C9H11N2O11P2;4-Hydroxybenzaldehyde;4-Phospho-D-erythronate;Urea CH4N2O;Propanoyl-CoA;Cis,cis-Butadiene-1,2,4-tricarboxylate;Reduced thioredoxin;Acetyl-adenylate;Succinic semialdehyde;(R)-Glycerate;DGDP C10H12N5O10P2;6-Phospho-D-gluconate;3-Ocopentanoyl-CoA;L Ornithine C5H13N2O2;D-Xylulose 5-phosphate;Lipoamide C8H15NOS2;Mercaptopyruvate;Flavin adenine dinucleotide reduced;Ubiquinone-8;5,10-Methenyltetrahydrofolate;Reduced glutathione;2-Oxoarginine;4-Carboxymuconolactone;4-Hydroxybenzoate;5-Oxo-4,5-dihydrofuran-2-acetate;S-Sulfo-L-cysteine;N-Carbamoyl-L-aspartate;2 Hydroxy 3 oxopropanoate C3H3O4;Pyridoxine 5'-phosphate;Oxidized thioredoxin;D-Fructose 1,6-bisphosphate;Carbamoyl phosphate;Oxidized glutathione",0.25,0.0347687559953806,5,1
Pseudomonas delhiensis,Citrate,38.0,"3,4-Dihydroxybenzoate;Xanthosine 5'-phosphate;L-Arogenate;2-Oxobutanoate;(S)-Dihydroorotate;DUTP C9H11N2O14P3;Acetaldehyde;Propenoyl-CoA;XTP;Acetyl phosphate;Hydroxy ethyl Thiamin diphosphate;Sedoheptulose 7-phosphate;Trans-Tetradec-2-enoyl-CoA;D-phenylalanine;Ornithine;Ferricytochrome c C42H52FeN8O6S2;GMP C10H12N5O8P;3-Oxoadipate;Carbamoyl phosphate;DUDP C9H11N2O11P2;3-(4-Hydroxyphenyl)pyruvate;3-Oxoadipyl-CoA;4-Hydroxybenzaldehyde;Cis,cis-Butadiene-1,2,4-tricarboxylate;Propanoyl-CoA;Reduced thioredoxin;Acetyl-adenylate;L-Cystathionine;Tetradecanoyl-CoA (n-C14:0CoA);L Ornithine C5H13N2O2;Flavin adenine dinucleotide reduced;4-Carboxymuconolactone;4-Hydroxybenzoate;5-Oxo-4,5-dihydrofuran-2-acetate;N-Carbamoyl-L-aspartate;Oxidized thioredoxin;2-(alpha-Hydroxyethyl)thiamine diphosphate;Ferrocytochrome c C42H53FeN8O6S2",0.25,0.02342929434829601,6,1
Pseudomonas delhiensis,Glucose,45.0,"3,4-Dihydroxybenzoate;Xanthosine 5'-phosphate;L-Arogenate;(S)-Dihydroorotate;2-Oxobutanoate;3-Phospho-D-glyceroyl phosphate;D-Glucose 6-phosphate;DUTP C9H11N2O14P3;Acetaldehyde;Acetyl phosphate;Hydroxy ethyl Thiamin diphosphate;Sedoheptulose 7-phosphate;Butyrate (n-C4:0);Glyoxylate;Ubiquinol-8;Ornithine;Ferricytochrome c C42H52FeN8O6S2;GMP C10H12N5O8P;3-Oxoadipate;Acetoacetate;Carbamoyl phosphate;Citrate;Isocitrate;DUDP C9H11N2O11P2;3-Oxoadipyl-CoA;3-(4-Hydroxyphenyl)pyruvate;4-Hydroxybenzaldehyde;Cis,cis-Butadiene-1,2,4-tricarboxylate;Reduced thioredoxin;D-Glycerate 2-phosphate;Acetyl-adenylate;Beta D glucose 6 phosphate C6H11O9P;Acetoacetyl-CoA;L Ornithine C5H13N2O2;D-Xylulose 5-phosphate;Ubiquinone-8;5,10-Methenyltetrahydrofolate;4-Carboxymuconolactone;4-Hydroxybenzoate;Butanoyl-CoA;5-Oxo-4,5-dihydrofuran-2-acetate;N-Carbamoyl-L-aspartate;Oxidized thioredoxin;2-(alpha-Hydroxyethyl)thiamine diphosphate;Ferrocytochrome c C42H53FeN8O6S2",0.25,0.03413845775557019,7,1
Pseudomonas delhiensis,Ribose,58.0,"3,4-Dihydroxybenzoate;Xanthosine 5'-phosphate;2-Deoxy-D-ribose 1-phosphate;L-Arogenate;(S)-Dihydroorotate;2-Oxobutanoate;N-Formyl-L-glutamate;3-Phospho-D-glyceroyl phosphate;DUTP C9H11N2O14P3;Acetaldehyde;Acetyl phosphate;Hydroxy ethyl Thiamin diphosphate;D-Glucose 1-phosphate;Butyrate (n-C4:0);Glyoxylate;Ubiquinol-8;Branching glycogen  4 units;Deoxyadenosine;Ornithine;Ferricytochrome c C42H52FeN8O6S2;GMP C10H12N5O8P;3-Oxoadipate;Acetoacetate;Carbamoyl phosphate;Citrate;Isocitrate;DUDP C9H11N2O11P2;3-Oxoadipyl-CoA;4-Imidazolone-5-propanoate;3-(4-Hydroxyphenyl)pyruvate;4-Hydroxybenzaldehyde;DAMP C10H12N5O6P;Cis,cis-Butadiene-1,2,4-tricarboxylate;Reduced thioredoxin;Methylglyoxal;Acetyl-adenylate;Glycogen  4 units  linear glucan;Hypoxanthine;D-Lactate;Acetoacetyl-CoA;Deoxyinosine;L Ornithine C5H13N2O2;Urocanate C6H5N2O2;Ubiquinone-8;5,10-Methenyltetrahydrofolate;Reduced glutathione;N-Formimidoyl-L-glutamate;2-Deoxy-D-ribose 5-phosphate;4-Carboxymuconolactone;4-Hydroxybenzoate;Butanoyl-CoA;5-Oxo-4,5-dihydrofuran-2-acetate;ADPglucose C16H23N5O15P2;N-Carbamoyl-L-aspartate;Oxidized thioredoxin;2-(alpha-Hydroxyethyl)thiamine diphosphate;(R)-S-Lactoylglutathione;Ferrocytochrome c C42H53FeN8O6S2",0.25,0.034138457755570215,8,1
Pseudomonas delhiensis,Glycerol,62.0,"3,4-Dihydroxybenzoate;Xanthosine 5'-phosphate;L-Arogenate;2-Oxobutanoate;(S)-Dihydroorotate;3-Phospho-D-glycerate;Acetaldehyde;Acetyl phosphate;Hydroxy ethyl Thiamin diphosphate;Sedoheptulose 7-phosphate;Glycerol 3-phosphate;Butyrate (n-C4:0);Glyoxylate;Ubiquinol-8;Ornithine;Adenosine 5'-phosphosulfate;Ferricytochrome c C42H52FeN8O6S2;GMP C10H12N5O8P;3-Oxoadipate;Acetoacetate;D-Serine;Citrate;Carbamoyl phosphate;Isocitrate;DUDP C9H11N2O11P2;3-Oxoadipyl-CoA;3-(4-Hydroxyphenyl)pyruvate;4-Hydroxybenzaldehyde;Cis,cis-Butadiene-1,2,4-tricarboxylate;Reduced thioredoxin;Methylglyoxal;D-Glycerate 2-phosphate;Acetyl-adenylate;L-Cystathionine;3-Phosphohydroxypyruvate;D-Lactate;(R)-Glycerate;Octanoyl-CoA (n-C8:0CoA);4 Maleylacetoacetate C8H6O6;Acetoacetyl-CoA;4 Fumarylacetoacetate C8H6O6;O-Phospho-L-serine;L Ornithine C5H13N2O2;D-Xylulose 5-phosphate;Flavin adenine dinucleotide reduced;Ubiquinone-8;5,10-Methenyltetrahydrofolate;Reduced glutathione;Homogentisate C8H7O4;Trans-Oct-2-enoyl-CoA;4-Carboxymuconolactone;4-Hydroxybenzoate;Butanoyl-CoA;5-Oxo-4,5-dihydrofuran-2-acetate;2-Hydroxy-3-oxopropanoate;N-Carbamoyl-L-aspartate;Oxidized thioredoxin;Hydroxypyruvate;D-Fructose 1,6-bisphosphate;2-(alpha-Hydroxyethyl)thiamine diphosphate;(R)-S-Lactoylglutathione;Ferrocytochrome c C42H53FeN8O6S2",0.25,0.03438788986969202,9,1
Pseudomonas delhiensis,Cellobiose,48.0,"3,4-Dihydroxybenzoate;Xanthosine 5'-phosphate;L-Arogenate;(S)-Dihydroorotate;2-Oxobutanoate;DADP C10H12N5O9P2;N-Formyl-L-glutamate;D-Glucose 6-phosphate;DUTP C9H11N2O14P3;3-Phospho-D-glyceroyl phosphate;Acetaldehyde;Propenoyl-CoA;Acetyl phosphate;Hydroxy ethyl Thiamin diphosphate;Sedoheptulose 7-phosphate;Glyoxylate;Ubiquinol-8;Ornithine;Ferricytochrome c C42H52FeN8O6S2;GMP C10H12N5O8P;3-Oxoadipate;Acetoacetate;Carbamoyl phosphate;DUDP C9H11N2O11P2;3-(4-Hydroxyphenyl)pyruvate;3-Oxoadipyl-CoA;4-Imidazolone-5-propanoate;4-Hydroxybenzaldehyde;Cis,cis-Butadiene-1,2,4-tricarboxylate;Propanoyl-CoA;Reduced thioredoxin;D-Glycerate 2-phosphate;Acetyl-adenylate;Acetoacetyl-CoA;L Ornithine C5H13N2O2;D-Xylulose 5-phosphate;Urocanate C6H5N2O2;Flavin adenine dinucleotide reduced;Ubiquinone-8;5,10-Methenyltetrahydrofolate;N-Formimidoyl-L-glutamate;4-Carboxymuconolactone;4-Hydroxybenzoate;5-Oxo-4,5-dihydrofuran-2-acetate;N-Carbamoyl-L-aspartate;Oxidized thioredoxin;2-(alpha-Hydroxyethyl)thiamine diphosphate;Ferrocytochrome c C42H53FeN8O6S2",0.25,0.03593484075613503,10,1
Pseudomonas delhiensis,Serine,45.0,"3,4-Dihydroxybenzoate;Xanthosine 5'-phosphate;L-Arogenate;(S)-Dihydroorotate;2-Oxobutanoate;DADP C10H12N5O9P2;DUTP C9H11N2O14P3;Acetaldehyde;Propenoyl-CoA;Hydroxy ethyl Thiamin diphosphate;Sedoheptulose 7-phosphate;Glyoxylate;Ubiquinol-8;Ornithine;Ferricytochrome c C42H52FeN8O6S2;GMP C10H12N5O8P;3-Oxoadipate;D-Serine;Citrate;Carbamoyl phosphate;Isocitrate;DUDP C9H11N2O11P2;3-Oxoadipyl-CoA;Propionate (n-C3:0);3-(4-Hydroxyphenyl)pyruvate;4-Hydroxybenzaldehyde;Cis,cis-Butadiene-1,2,4-tricarboxylate;Propanoyl-CoA;Reduced thioredoxin;3-Phosphonopyruvate;(R)-Glycerate;L Ornithine C5H13N2O2;D-Xylulose 5-phosphate;Flavin adenine dinucleotide reduced;Ubiquinone-8;4-Carboxymuconolactone;4-Hydroxybenzoate;Phosphonoacetaldehyde;5-Oxo-4,5-dihydrofuran-2-acetate;2-Hydroxy-3-oxopropanoate;N-Carbamoyl-L-aspartate;Oxidized thioredoxin;Hydroxypyruvate;2-(alpha-Hydroxyethyl)thiamine diphosphate;Ferrocytochrome c C42H53FeN8O6S2",0.25,0.02438484471806911,11,0
Pseudomonas delhiensis,Isoleucine,54.0,"3,4-Dihydroxybenzoate;Xanthosine 5'-phosphate;L-Arogenate;(S)-Dihydroorotate;DADP C10H12N5O9P2;DUTP C9H11N2O14P3;Carboxymycobactin T (R=8 carbon, final carbon is carboxyl group);Acetaldehyde;Acetyl phosphate;Sedoheptulose 7-phosphate;Glyoxylate;3 Oxopentanoyl CoA;Ornithine;Ferricytochrome c C42H52FeN8O6S2;GMP C10H12N5O8P;3-Oxoadipate;Glutaredoxin (oxidized);L-Allo-threonine;Glutaredoxin (reduced);Citrate;Carbamoyl phosphate;3-Hydroxypentoyl-CoA;Isocitrate;DUDP C9H11N2O11P2;3-Oxoadipyl-CoA;Propionate (n-C3:0);3-(4-Hydroxyphenyl)pyruvate;4-Hydroxybenzaldehyde;Propionyladenylate;Cis,cis-Butadiene-1,2,4-tricarboxylate;Reduced thioredoxin;D-Glycerate 2-phosphate;Iron(III) chelated carboxymycobactin T (R=8 carbon, final carbon is carboxyl group);Acetyl-adenylate;L-Cystathionine;3-Phosphohydroxypyruvate;(R)-Glycerate;Octanoyl-CoA (n-C8:0CoA);O-Phospho-L-serine;3-Ocopentanoyl-CoA;L Ornithine C5H13N2O2;D-Xylulose 5-phosphate;L-2-Amino-3-oxobutanoate;Reduced glutathione;Trans-Oct-2-enoyl-CoA;4-Carboxymuconolactone;4-Hydroxybenzoate;5-Oxo-4,5-dihydrofuran-2-acetate;2-Hydroxy-3-oxopropanoate;N-Carbamoyl-L-aspartate;Oxidized thioredoxin;2-(alpha-Hydroxyethyl)thiamine diphosphate;Ferrocytochrome c C42H53FeN8O6S2;Oxidized glutathione",0.25,0.048287140959659025,12,1
Pseudomonas delhiensis,Sorbitol,,,0.25,0.0,13,0
Pseudomonas delhiensis,Uridine,,,0.25,0.0,14,0
Pseudomonas delhiensis,Raffinose,,,0.25,0.0,15,0
Sphingomonas paucimobilis,Succinate,64.0,"3,4-Dihydroxybenzoate;Xanthosine 5'-phosphate;3-Hydroxy-2-methylpropanoate;L-Arogenate;3-Methylbut-2-enoyl-CoA;2-Oxobutanoate;DADP C10H12N5O9P2;DCDP C9H12N3O10P2;4-Amino-5-hydroxymethyl-2-methylpyrimidine;6-phospho-D-glucono-1,5-lactone;1-Pyrroline-5-carboxylate;Isovaleryl-CoA;Hydroxymethylglutaryl CoA C27H39N7O20P3S;2-Oxo-3-hydroxy-4-phosphobutanoate;(S)-Methylmalonyl-CoA;(R)-2,3-Dihydroxy-3-methylpentanoate;Adenosine 5'-phosphosulfate;O-Phospho-4-hydroxy-L-threonine;GMP C10H12N5O8P;Glutaredoxin (oxidized);Acetoacetate;Glutaredoxin (reduced);(S)-3-Methyl-2-oxopentanoate;DUDP C9H11N2O11P2;3-(4-Hydroxyphenyl)pyruvate;DAMP C10H12N5O6P;4-Phospho-D-erythronate;Propanoyl-CoA;Reduced thioredoxin;L-Glutamate 5-semialdehyde;Acetyl-adenylate;(S)-2-Aceto-2-hydroxybutanoate;Beta D glucose 6 phosphate C6H11O9P;2-Demethylmenaquinone 8;Adenosyl cobinamide;2-(alpha-Hydroxyethyl)thiamine diphosphate;(R)-Glycerate;Reduced FMN;6-Phospho-D-gluconate;Acetate;Acetoacetyl-CoA;Menaquinone 8;Geranylgeranyl diphosphate C20H33O7P2;Dihydroneopterin;Isobutyryl-CoA;2-Methyl-3-oxopropanoate;D-Xylulose 5-phosphate;2-Methylprop-2-enoyl-CoA;Reduced glutathione;O-Succinyl-L-homoserine;2 Amino 4 hydroxy 6 hydroxymethyl 7 8 dihydropteridine C7H9N5O2;3-Methylglutaconyl-CoA;L-Glutamate 5-phosphate;(S)-3-Hydroxyisobutyryl-CoA;2-Hydroxy-3-oxopropanoate;Cis-Aconitate;Oxidized thioredoxin;Pyridoxine 5'-phosphate;Hydroxypyruvate;D-Fructose 1,6-bisphosphate;Adenosyl cobinamide phosphate;Fe(III)dicitrate;2-Dehydro-3-deoxy-D-gluconate 6-phosphate;Oxidized glutathione",0.25,0.036379335916133904,0,1
Sphingomonas paucimobilis,Alanine,55.0,"3,4-Dihydroxybenzoate;Xanthosine 5'-phosphate;2-Oxobutanoate;DADP C10H12N5O9P2;Dihydrolipolprotein H2S2X;DUTP C9H11N2O14P3;DCDP C9H12N3O10P2;4-Amino-5-hydroxymethyl-2-methylpyrimidine;1-Pyrroline-5-carboxylate;Acetyl phosphate;Sedoheptulose 7-phosphate;(S)-Propane-1,2-diol;(S)-Methylmalonyl-CoA;(R)-2,3-Dihydroxy-3-methylpentanoate;Propanal;Adenosine 5'-phosphosulfate;GMP C10H12N5O8P;Trans-Dec-2-enoyl-CoA;Glutaredoxin (oxidized);Glutaredoxin (reduced);Decanoyl CoA C31H50N7O17P3S;(S)-3-Methyl-2-oxopentanoate;Propionate (n-C3:0);3-(4-Hydroxyphenyl)pyruvate;DAMP C10H12N5O6P;D-Galactose 6-phosphate;Propanoyl-CoA;Reduced thioredoxin;Methylglyoxal;L-Lactaldehyde;D-Glycerate 2-phosphate;Acetyl-adenylate;(S)-2-Aceto-2-hydroxybutanoate;L-Glutamate 5-semialdehyde;3-Phosphohydroxypyruvate;2-Demethylmenaquinone 8;Lipoylprotein S2X;DGDP C10H12N5O10P2;D-Galactose;Acetate;O-Phospho-L-serine;Geranylgeranyl diphosphate C20H33O7P2;Dihydroneopterin;3-Oxododecanoyl-CoA;D-Xylulose 5-phosphate;Reduced glutathione;S Aminomethyldihydrolipoylprotein CH6NS2X;O-Succinyl-L-homoserine;2 Amino 4 hydroxy 6 hydroxymethyl 7 8 dihydropteridine C7H9N5O2;L-Glutamate 5-phosphate;Oxidized thioredoxin;D-Fructose 1,6-bisphosphate;Decanoyl-CoA (n-C10:0CoA);2-(alpha-Hydroxyethyl)thiamine diphosphate;Oxidized glutathione",0.25,0.03554733572611122,1,1
Sphingomonas paucimobilis,Glutamine,61.0,"3,4-Dihydroxybenzoate;Xanthosine 5'-phosphate;2-Deoxy-D-ribose 1-phosphate;N-Acetyl-L-glutamate;N2-Acetyl-L-ornithine;2-Oxobutanoate;DADP C10H12N5O9P2;Dihydrolipolprotein H2S2X;DUTP C9H11N2O14P3;N-Acetyl-L-glutamate 5-semialdehyde;4-Amino-5-hydroxymethyl-2-methylpyrimidine;DCDP C9H12N3O10P2;1-Pyrroline-5-carboxylate;Acetaldehyde;Hydroxy ethyl Thiamin diphosphate;Sedoheptulose 7-phosphate;(S)-Methylmalonyl-CoA;(R)-2,3-Dihydroxy-3-methylpentanoate;Deoxyadenosine;Protoporphyrinogen IX;Adenosine 5'-phosphosulfate;GMP C10H12N5O8P;Trans-Dec-2-enoyl-CoA;Glutaredoxin (oxidized);Protoporphyrin;Glutaredoxin (reduced);Decanoyl CoA C31H50N7O17P3S;(S)-3-Methyl-2-oxopentanoate;Isocitrate;3-(4-Hydroxyphenyl)pyruvate;DAMP C10H12N5O6P;Adenine;D-Galactose 6-phosphate;Propanoyl-CoA;Reduced thioredoxin;D-Glycerate 2-phosphate;L-Glutamate 5-semialdehyde;Acetyl-adenylate;(S)-2-Aceto-2-hydroxybutanoate;Hypoxanthine;2-Demethylmenaquinone 8;Lipoylprotein S2X;DGDP C10H12N5O10P2;D-Galactose;Acetate;Deoxyinosine;Geranylgeranyl diphosphate C20H33O7P2;Dihydroneopterin;3-Oxododecanoyl-CoA;D-Xylulose 5-phosphate;Reduced glutathione;S Aminomethyldihydrolipoylprotein CH6NS2X;O-Succinyl-L-homoserine;2 Amino 4 hydroxy 6 hydroxymethyl 7 8 dihydropteridine C7H9N5O2;L-Glutamate 5-phosphate;Xanthine;Oxidized thioredoxin;D-Fructose 1,6-bisphosphate;Decanoyl-CoA (n-C10:0CoA);2-(alpha-Hydroxyethyl)thiamine diphosphate;Oxidized glutathione",0.25,0.03611733200856762,2,1
Sphingomonas paucimobilis,Proline,63.0,"3,4-Dihydroxybenzoate;Xanthosine 5'-phosphate;2-Deoxy-D-ribose 1-phosphate;N-Acetyl-L-glutamate;N2-Acetyl-L-ornithine;2-Oxobutanoate;DADP C10H12N5O9P2;Dihydrolipolprotein H2S2X;DUTP C9H11N2O14P3;N-Acetyl-L-glutamate 5-semialdehyde;4-Amino-5-hydroxymethyl-2-methylpyrimidine;DCDP C9H12N3O10P2;L erythro 4 Hydroxyglutamate C5H8NO5;1-Pyrroline-5-carboxylate;Acetaldehyde;Hydroxy ethyl Thiamin diphosphate;Sedoheptulose 7-phosphate;(S)-Methylmalonyl-CoA;(R)-2,3-Dihydroxy-3-methylpentanoate;Deoxyadenosine;Protoporphyrinogen IX;Adenosine 5'-phosphosulfate;GMP C10H12N5O8P;Glutaryl-CoA mitochondria;Glutaredoxin (oxidized);Protoporphyrin;Glutaredoxin (reduced);Crotonoyl-CoA;(S)-3-Methyl-2-oxopentanoate;Isocitrate;3-(4-Hydroxyphenyl)pyruvate;DAMP C10H12N5O6P;Adenine;D-Galactose 6-phosphate;Propanoyl-CoA;Reduced thioredoxin;D-Glycerate 2-phosphate;L-Glutamate 5-semialdehyde;Acetyl-adenylate;(S)-2-Aceto-2-hydroxybutanoate;Hypoxanthine;2-Demethylmenaquinone 8;Lipoylprotein S2X;DGDP C10H12N5O10P2;L 1 Pyrroline 3 hydroxy 5 carboxylate C5H6NO3;D-Galactose;Acetate;Deoxyinosine;Trans 4 Hydroxy L proline C5H9NO3;Geranylgeranyl diphosphate C20H33O7P2;Dihydroneopterin;D-Xylulose 5-phosphate;Flavin adenine dinucleotide reduced;Reduced glutathione;S Aminomethyldihydrolipoylprotein CH6NS2X;O-Succinyl-L-homoserine;2 Amino 4 hydroxy 6 hydroxymethyl 7 8 dihydropteridine C7H9N5O2;Xanthine;Oxidized thioredoxin;D-Fructose 1,6-bisphosphate;2-(alpha-Hydroxyethyl)thiamine diphosphate;4 Hydroxy 2 oxoglutarate C5H4O6;Oxidized glutathione",0.25,0.04584545209530163,3,1
Sphingomonas paucimobilis,Acetate,74.0,"3,4-Dihydroxybenzoate;Xanthosine 5'-phosphate;2-Deoxy-D-ribose 1-phosphate;N-Acetyl-L-glutamate;N2-Acetyl-L-ornithine;L-Arogenate;2-Oxobutanoate;DADP C10H12N5O9P2;DCDP C9H12N3O10P2;DUTP C9H11N2O14P3;D-Glucose 6-phosphate;N-Acetyl-L-glutamate 5-semialdehyde; R  2 Oxo 3 methylpentanoate C6H9O3;6-phospho-D-glucono-1,5-lactone;1-Pyrroline-5-carboxylate;Acetaldehyde;Hydroxy ethyl Thiamin diphosphate;Sedoheptulose 7-phosphate;(S)-Methylmalonyl-CoA;2-Oxo-3-hydroxy-4-phosphobutanoate;(R)-2,3-Dihydroxy-3-methylpentanoate;Deoxyadenosine;Protoporphyrinogen IX;Adenosine 5'-phosphosulfate;O-Phospho-4-hydroxy-L-threonine;O Acetyl L homoserine C6H11NO4;D-Fructose;GMP C10H12N5O8P;Trans-Dec-2-enoyl-CoA;Glutaredoxin (oxidized);Protoporphyrin;Glutaredoxin (reduced);Decanoyl CoA C31H50N7O17P3S;DUDP C9H11N2O11P2;3-(4-Hydroxyphenyl)pyruvate;Ferrocytochrome C;DAMP C10H12N5O6P;Adenine;4-Phospho-D-erythronate;Propanoyl-CoA;Reduced thioredoxin;D-Glycerate 2-phosphate;L-Glutamate 5-semialdehyde;(S)-2-Aceto-2-hydroxybutanoate;Beta D glucose 6 phosphate C6H11O9P;Hypoxanthine;3-Phosphohydroxypyruvate;2-Demethylmenaquinone 8;Formaldehyde;(R)-Glycerate;6-Phospho-D-gluconate;O-Phospho-L-serine;Menaquinone 8;Deoxyinosine;Geranylgeranyl diphosphate C20H33O7P2;Dihydroneopterin;3-Oxododecanoyl-CoA;D-Xylulose 5-phosphate;Ferricytochrome c;Reduced glutathione;L-Homoserine;2 Amino 4 hydroxy 6 hydroxymethyl 7 8 dihydropteridine C7H9N5O2;D-Glucose;N-Acetyl-L-glutamyl 5-phosphate;Xanthine;2-Hydroxy-3-oxopropanoate;Dihydroneopterin monophosphate;Oxidized thioredoxin;Pyridoxine 5'-phosphate;Hydroxypyruvate;D-Fructose 1,6-bisphosphate;Decanoyl-CoA (n-C10:0CoA);2-(alpha-Hydroxyethyl)thiamine diphosphate;Oxidized glutathione",0.25,0.03576007384642333,4,1
Sphingomonas paucimobilis,Mannitol,81.0,"DADP C10H12N5O9P2;D-Glucose 6-phosphate;Hydroxy ethyl Thiamin diphosphate;Myo-Inositol;Sedoheptulose 7-phosphate;D-Glucose 1-phosphate;(R)-2,3-Dihydroxy-3-methylpentanoate;Protoporphyrinogen IX;Protoporphyrin;Glutaredoxin (reduced);D-Galactose 6-phosphate;O-Phospho-L-homoserine;Acetyl-adenylate;2-Demethylmenaquinone 8;Succinic semialdehyde;Alpha-D-Galactose 1-phosphate;(S)-3-Hydroxybutanoyl-CoA;Malonate semialdehyde;(R)-3-Hydroxybutyryl-CoA;2-Demethylmenaquinol 8;2 Amino 4 hydroxy 6 hydroxymethyl 7 8 dihydropteridine C7H9N5O2;Fe(III)dicitrate;3,4-Dihydroxybenzoate;Xanthosine 5'-phosphate;4-Amino-5-hydroxymethyl-2-methylpyrimidine;1-Pyrroline-5-carboxylate;Adenosine 5'-phosphosulfate;Ferricytochrome c C42H52FeN8O6S2;Glutaryl-CoA mitochondria;Propanoyl-CoA;Methylglyoxal;L-Lactaldehyde;(S)-2-Aceto-2-hydroxybutanoate;D-Galactose;Acetate;Acetoacetyl-CoA;O-Phospho-L-serine;Reduced glutathione;D-Glucose;Ferrocytochrome c C42H53FeN8O6S2;2-Oxobutanoate;3-Phospho-D-glyceroyl phosphate;DCMP C9H12N3O7P; R  2 Oxo 3 methylpentanoate C6H9O3;(R)-3-Hydroxybutanoate;(S)-Propane-1,2-diol;Propanal;Crotonoyl-CoA;Menaquinol 7 C46H66O2;Geranylgeranyl diphosphate C20H33O7P2;Dihydroneopterin;D-Xylulose 5-phosphate;L-Homoserine;L-Glutamate 5-phosphate;Dihydroneopterin monophosphate;2-Dehydro-3-deoxy-D-gluconate 6-phosphate;Oxidized glutathione;DCDP C9H12N3O10P2;3-Phospho-D-glycerate;6-phospho-D-glucono-1,5-lactone;D-Fructose;GMP C10H12N5O8P;Glutaredoxin (oxidized);Acetoacetate;Propionate (n-C3:0);3-(4-Hydroxyphenyl)pyruvate;DAMP C10H12N5O6P;Menaquinone 7 C46H64O2;1D-myo-Inositol 1-phosphate;Reduced thioredoxin;L-Glutamate 5-semialdehyde;3-Phosphohydroxypyruvate;Reduced FMN;6-Phospho-D-gluconate;UDPgalactose;Flavin adenine dinucleotide reduced;2-Inosose;O-Succinyl-L-homoserine;Sucrose 6-phosphate;UDPglucose;Oxidized thioredoxin",0.25,0.03476875599538066,5,1
